"Scenario","Region","Variable","Type","Year","Value"
"Canada Net-zero","British Columbia","Wind","Primary Fuel",2014,488
"Canada Net-zero","British Columbia","Wind","Primary Fuel",2015,488
"Canada Net-zero","British Columbia","Wind","Primary Fuel",2016,488.25
"Canada Net-zero","British Columbia","Wind","Primary Fuel",2017,702.25
"Canada Net-zero","British Columbia","Wind","Primary Fuel",2018,702.25
"Canada Net-zero","British Columbia","Wind","Primary Fuel",2019,702.25
"Canada Net-zero","Canada","Wind","Primary Fuel",2005,557.37
"Canada Net-zero","Canada","Wind","Primary Fuel",2006,1443.04
"Canada Net-zero","Canada","Wind","Primary Fuel",2007,1823.24
"Canada Net-zero","Canada","Wind","Primary Fuel",2008,2321.1401
"Canada Net-zero","Canada","Wind","Primary Fuel",2009,3240.14
"Canada Net-zero","Canada","Wind","Primary Fuel",2010,3746.11
"Canada Net-zero","Canada","Wind","Primary Fuel",2011,5171.3399
"Canada Net-zero","Canada","Wind","Primary Fuel",2012,5883.21
"Canada Net-zero","Canada","Wind","Primary Fuel",2013,7467.01
"Canada Net-zero","Canada","Wind","Primary Fuel",2014,9404.989
"Canada Net-zero","Canada","Wind","Primary Fuel",2015,10945.79
"Canada Net-zero","Canada","Wind","Primary Fuel",2016,11766.8
"Canada Net-zero","Canada","Wind","Primary Fuel",2017,12673.45
"Canada Net-zero","Canada","Wind","Primary Fuel",2018,12781.65
"Canada Net-zero","Canada","Wind","Primary Fuel",2019,13206.05
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2005,20
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2006,103.95
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2007,103.95
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2008,103.95
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2009,103.95
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2010,103.95
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2011,241.95
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2012,258.45
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2013,258.45
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2014,258.45
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2015,258.45
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2016,258.45
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2017,258.45
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2018,258.45
"Canada Net-zero","Manitoba","Wind","Primary Fuel",2019,258.45
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2005,0
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2006,0
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2007,0
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2008,96
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2009,195
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2010,195
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2011,294
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2012,294
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2013,294
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2014,294
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2015,294
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2016,294
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2017,294
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2018,294
"Canada Net-zero","New Brunswick","Wind","Primary Fuel",2019,294
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2005,0
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2006,0
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2007,0
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2008,0
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2009,54
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2010,54
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2011,54.3
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2012,54.3
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2013,54.3
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2014,54.3
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2015,54.3
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2016,54.3
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2017,54.3
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2018,54.3
"Canada Net-zero","Newfoundland and Labrador","Wind","Primary Fuel",2019,54.3
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2005,34.7
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2006,37.1
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2007,42.3
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2008,43.2
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2009,43.2
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2010,122.2
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2011,216.6
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2012,320.2
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2013,326.17
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2014,328.17
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2015,534.17
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2016,596.4
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2017,615.4
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2018,615.4
"Canada Net-zero","Nova Scotia","Wind","Primary Fuel",2019,615.4
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2005,0
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2006,0
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2007,0
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2008,0
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2009,0
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2010,0
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2011,0
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2012,9.2
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2013,9.2
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2014,9.2
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2015,9.2
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2016,9.2
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2017,9.2
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2018,9.2
"Canada Net-zero","Northwest Territories","Wind","Primary Fuel",2019,9.2
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2005,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2006,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2007,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2008,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2009,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2010,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2011,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2012,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2013,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2014,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2015,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2016,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2017,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2018,0
"Canada Net-zero","Nunavut","Wind","Primary Fuel",2019,0
"Canada Net-zero","Ontario","Wind","Primary Fuel",2005,15
"Canada Net-zero","Ontario","Wind","Primary Fuel",2006,414
"Canada Net-zero","Ontario","Wind","Primary Fuel",2007,491
"Canada Net-zero","Ontario","Wind","Primary Fuel",2008,782.0001
"Canada Net-zero","Ontario","Wind","Primary Fuel",2009,1168
"Canada Net-zero","Ontario","Wind","Primary Fuel",2010,1447
"Canada Net-zero","Ontario","Wind","Primary Fuel",2011,1970
"Canada Net-zero","Ontario","Wind","Primary Fuel",2012,2053
"Canada Net-zero","Ontario","Wind","Primary Fuel",2013,2491
"Canada Net-zero","Ontario","Wind","Primary Fuel",2014,3489.999
"Canada Net-zero","Ontario","Wind","Primary Fuel",2015,4374
"Canada Net-zero","Ontario","Wind","Primary Fuel",2016,4841.45
"Canada Net-zero","Ontario","Wind","Primary Fuel",2017,5115.45
"Canada Net-zero","Ontario","Wind","Primary Fuel",2018,5076.45
"Canada Net-zero","Ontario","Wind","Primary Fuel",2019,5076.45
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2005,13
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2006,13
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2007,72
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2008,72
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2009,151
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2010,163
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2011,163
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2012,163
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2013,173
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2014,202.98
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2015,203.28
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2016,203.28
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2017,203.28
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2018,203.28
"Canada Net-zero","Prince Edward Island","Wind","Primary Fuel",2019,203.28
"Canada Net-zero","Quebec","Wind","Primary Fuel",2005,207
"Canada Net-zero","Quebec","Wind","Primary Fuel",2006,317
"Canada Net-zero","Quebec","Wind","Primary Fuel",2007,417
"Canada Net-zero","Quebec","Wind","Primary Fuel",2008,527
"Canada Net-zero","Quebec","Wind","Primary Fuel",2009,660
"Canada Net-zero","Quebec","Wind","Primary Fuel",2010,663.97
"Canada Net-zero","Quebec","Wind","Primary Fuel",2011,923
"Canada Net-zero","Quebec","Wind","Primary Fuel",2012,1199.57
"Canada Net-zero","Quebec","Wind","Primary Fuel",2013,2187.4
"Canada Net-zero","Quebec","Wind","Primary Fuel",2014,2648.4
"Canada Net-zero","Quebec","Wind","Primary Fuel",2015,3045.4
"Canada Net-zero","Quebec","Wind","Primary Fuel",2016,3332.72
"Canada Net-zero","Quebec","Wind","Primary Fuel",2017,3732.37
"Canada Net-zero","Quebec","Wind","Primary Fuel",2018,3879.57
"Canada Net-zero","Quebec","Wind","Primary Fuel",2019,4303.97
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2005,15.86
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2006,171.18
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2007,171.18
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2008,171.18
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2009,171.18
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2010,171.18
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2011,196.68
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2012,196.68
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2013,196.68
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2014,196.68
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2015,221.18
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2016,221.18
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2017,221.18
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2018,221.18
"Canada Net-zero","Saskatchewan","Wind","Primary Fuel",2019,221.18
"Canada Net-zero","Yukon","Wind","Primary Fuel",2005,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2006,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2007,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2008,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2009,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2010,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2011,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2012,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2013,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2014,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2015,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2016,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2017,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2018,0.81
"Canada Net-zero","Yukon","Wind","Primary Fuel",2019,0.81
"Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2020,2522.82
"Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2020,2522.82
"Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2020,2522.82
"Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2020,7928
"Current Measures","Canada","Coal & Coke","Primary Fuel",2020,7928
"Global Net-zero","Canada","Coal & Coke","Primary Fuel",2020,7928
"Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2020,81743.491
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2020,81743.491
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2020,81743.491
"Canada Net-zero","Canada","Natural Gas","Primary Fuel",2020,22893.33
"Current Measures","Canada","Natural Gas","Primary Fuel",2020,22893.33
"Global Net-zero","Canada","Natural Gas","Primary Fuel",2020,22893.33
"Canada Net-zero","Canada","Oil","Primary Fuel",2020,3660.555
"Current Measures","Canada","Oil","Primary Fuel",2020,3660.555
"Global Net-zero","Canada","Oil","Primary Fuel",2020,3660.555
"Canada Net-zero","Canada","Solar","Primary Fuel",2020,3116.672
"Current Measures","Canada","Solar","Primary Fuel",2020,3116.672
"Global Net-zero","Canada","Solar","Primary Fuel",2020,3116.672
"Canada Net-zero","Canada","Uranium","Primary Fuel",2020,14845
"Current Measures","Canada","Uranium","Primary Fuel",2020,14845
"Global Net-zero","Canada","Uranium","Primary Fuel",2020,14845
"Canada Net-zero","Canada","Wind","Primary Fuel",2020,13658.43
"Current Measures","Canada","Wind","Primary Fuel",2020,13658.43
"Global Net-zero","Canada","Wind","Primary Fuel",2020,13658.43
"Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2021,2542.07
"Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2021,2542.07
"Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2021,2542.07
"Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2021,6546
"Current Measures","Canada","Coal & Coke","Primary Fuel",2021,6546.15
"Global Net-zero","Canada","Coal & Coke","Primary Fuel",2021,6546
"Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2021,83067.491
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2021,83067.491
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2021,83067.491
"Canada Net-zero","Canada","Natural Gas","Primary Fuel",2021,22977.83
"Current Measures","Canada","Natural Gas","Primary Fuel",2021,22977.83
"Global Net-zero","Canada","Natural Gas","Primary Fuel",2021,22977.83
"Canada Net-zero","Canada","Oil","Primary Fuel",2021,3660.555
"Current Measures","Canada","Oil","Primary Fuel",2021,3660.555
"Global Net-zero","Canada","Oil","Primary Fuel",2021,3660.555
"Canada Net-zero","Canada","Solar","Primary Fuel",2021,3350.672
"Current Measures","Canada","Solar","Primary Fuel",2021,3350.672
"Global Net-zero","Canada","Solar","Primary Fuel",2021,3350.672
"Canada Net-zero","Canada","Uranium","Primary Fuel",2021,13085
"Current Measures","Canada","Uranium","Primary Fuel",2021,13085
"Global Net-zero","Canada","Uranium","Primary Fuel",2021,13085
"Canada Net-zero","Canada","Wind","Primary Fuel",2021,13878.43
"Current Measures","Canada","Wind","Primary Fuel",2021,13878.43
"Global Net-zero","Canada","Wind","Primary Fuel",2021,13878.43
"Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2022,2542.07
"Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2022,2542.07
"Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2022,2542.07
"Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2022,4706
"Current Measures","Canada","Coal & Coke","Primary Fuel",2022,4706
"Global Net-zero","Canada","Coal & Coke","Primary Fuel",2022,4706
"Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2022,83672.4915
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2022,83672.4915
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2022,83672.4915
"Canada Net-zero","Canada","Natural Gas","Primary Fuel",2022,23477.83
"Current Measures","Canada","Natural Gas","Primary Fuel",2022,23477.83
"Global Net-zero","Canada","Natural Gas","Primary Fuel",2022,23477.83
"Canada Net-zero","Canada","Oil","Primary Fuel",2022,3660.555
"Current Measures","Canada","Oil","Primary Fuel",2022,3660.555
"Global Net-zero","Canada","Oil","Primary Fuel",2022,3660.555
"Canada Net-zero","Canada","Solar","Primary Fuel",2022,3994.672
"Current Measures","Canada","Solar","Primary Fuel",2022,3994.672
"Global Net-zero","Canada","Solar","Primary Fuel",2022,3994.672
"Canada Net-zero","Canada","Uranium","Primary Fuel",2022,13085
"Current Measures","Canada","Uranium","Primary Fuel",2022,13085
"Global Net-zero","Canada","Uranium","Primary Fuel",2022,13085
"Canada Net-zero","Canada","Wind","Primary Fuel",2022,15237.43
"Current Measures","Canada","Wind","Primary Fuel",2022,15237.43
"Global Net-zero","Canada","Wind","Primary Fuel",2022,15237.43
"Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2023,2542.07
"Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2023,2542.07
"Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2023,2542.07
"Canada Net-zero","Canada","Coal & Coke","Primary Fuel",2023,3761
"Current Measures","Canada","Coal & Coke","Primary Fuel",2023,3761
"Global Net-zero","Canada","Coal & Coke","Primary Fuel",2023,3761
"Canada Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2023,83672.4915
"Current Measures","Canada","Hydro / Wave / Tidal","Primary Fuel",2023,83672.4915
"Global Net-zero","Canada","Hydro / Wave / Tidal","Primary Fuel",2023,83672.4915
"Canada Net-zero","Canada","Natural Gas","Primary Fuel",2023,25938.83
"Current Measures","Canada","Natural Gas","Primary Fuel",2023,25938.83
"Global Net-zero","Canada","Natural Gas","Primary Fuel",2023,25938.83
"Canada Net-zero","Canada","Oil","Primary Fuel",2023,3660.555
"Current Measures","Canada","Oil","Primary Fuel",2023,3660.555
"Global Net-zero","Canada","Oil","Primary Fuel",2023,3660.555
"Canada Net-zero","Canada","Solar","Primary Fuel",2023,4224.672
"Current Measures","Canada","Solar","Primary Fuel",2023,4224.672
"Global Net-zero","Canada","Solar","Primary Fuel",2023,4224.672
"Canada Net-zero","Canada","Uranium","Primary Fuel",2023,12150
"Current Measures","Canada","Uranium","Primary Fuel",2023,12150
"Global Net-zero","Canada","Uranium","Primary Fuel",2023,12150
"Canada Net-zero","Canada","Wind","Primary Fuel",2023,16137.43
"Current Measures","Canada","Wind","Primary Fuel",2023,16137.43
"Global Net-zero","Canada","Wind","Primary Fuel",2023,16137.43
"Canada Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2024,2542.07
"Current Measures","Canada","Biomass / Geothermal","Primary Fuel",2024,2542.07
"Global Net-zero","Canada","Biomass / Geothermal","Primary Fuel",2024,2542.07
